t,   y,   u
139110.000000,   0.664246,   -0.026855,   0.012223
139452.000000,   0.679352,   -0.026855,   0.011689
139599.000000,   0.662491,   -0.023193,   0.011585
139832.000000,   0.715515,   -0.012207,   0.011106
140038.000000,   0.680115,   59.926758,   0.033042
140674.000000,   0.678589,   59.930420,   0.052341
140761.000000,   0.689118,   59.934082,   0.056730
140989.000000,   0.657913,   59.934082,   0.069321
141154.000000,   0.649140,   59.934082,   0.082157
141538.000000,   0.639374,   59.934082,   0.090778
142124.000000,   0.666916,   59.926758,   0.099485
142382.000000,   0.660584,   59.934082,   0.104410
142859.000000,   0.667832,   59.941406,   0.110047
143202.000000,   0.661575,   59.937744,   0.113715
143360.000000,   0.695603,   59.930420,   0.114579
143588.000000,   0.684693,   59.934082,   0.117319
144002.000000,   0.662720,   59.919434,   0.122217
144418.000000,   0.723755,   59.937744,   0.124439
145094.000000,   0.689270,   59.923096,   0.126261
145418.000000,   0.715897,   59.930420,   0.128879
145818.000000,   0.713608,   59.937744,   0.130408
146551.000000,   0.698120,   59.926758,   0.132172
146938.000000,   0.752823,   59.930420,   0.133118
147578.000000,   0.731766,   59.934082,   0.133814
147660.000000,   0.786850,   59.937744,   0.134498
148303.000000,   0.739777,   59.946289,   0.135578
148720.000000,   0.785706,   59.934082,   0.136094
149390.000000,   0.805771,   59.946289,   0.136579
149682.000000,   0.765793,   59.930420,   0.136918
149779.000000,   0.791809,   59.934082,   0.137003
150130.000000,   0.770981,   -0.019531,   0.113837
150744.000000,   0.774796,   -0.026855,   0.093519
151082.000000,   0.819046,   -0.023193,   0.081144
151179.000000,   0.829498,   -0.019531,   0.069764
151519.000000,   0.811722,   -0.023193,   0.059385
151900.000000,   0.805237,   -0.026855,   0.051749
152511.000000,   0.793335,   -0.023193,   0.044440
152829.000000,   0.815384,   -0.034180,   0.040171
152994.000000,   0.791275,   -0.026855,   0.038923
153220.000000,   0.799896,   -0.012207,   0.035444
153374.000000,   0.820725,   -0.019531,   0.032010
153719.000000,   0.798142,   -0.015869,   0.028708
154392.000000,   0.811340,   -0.023193,   0.024128
154779.000000,   0.831101,   -0.026855,   0.023557
155042.000000,   0.817444,   -0.026855,   0.021586
155240.000000,   0.777466,   -0.015869,   0.020002
155581.000000,   0.825302,   -0.015869,   0.018592
155919.000000,   0.812866,   -0.019531,   0.017158
156298.000000,   0.807526,   -0.019531,   0.016071
156919.000000,   0.778839,   -0.023193,   0.014860
157210.000000,   0.785935,   -0.023193,   0.014136
157586.000000,   0.814774,   -0.015869,   0.013294
157698.000000,   0.771210,   -0.019531,   0.013151
157928.000000,   0.761978,   -0.019531,   0.012449
158134.000000,   0.822479,   -0.023193,   0.011716
158800.000000,   0.801193,   -0.026855,   0.011024
159086.000000,   0.808289,   -0.023193,   0.010526
159392.000000,   0.786469,   -0.030518,   0.010056
159900.000000,   0.760681,   -0.019531,   0.009229
160279.000000,   0.805618,   -0.026855,   0.008808
160579.000000,   0.786697,   -0.019531,   0.008799
160812.000000,   0.780365,   -0.026855,   0.008491
161242.000000,   0.801193,   -0.023193,   0.007804
161637.000000,   0.765640,   -0.026855,   0.007523
162321.000000,   0.806000,   -0.019531,   0.006998
162944.000000,   0.769455,   -0.019531,   0.006528
163378.000000,   0.764267,   -0.026855,   0.006492
163608.000000,   0.748017,   -0.023193,   0.006248
163812.000000,   0.764267,   -0.019531,   0.006013
164454.000000,   0.775406,   -0.015869,   0.005778
164739.000000,   0.744049,   -0.030518,   0.005656
165251.000000,   0.742828,   -0.030518,   0.005317
165599.000000,   0.735428,   -0.023193,   0.005158
166189.000000,   0.782120,   -0.019531,   0.004972
166560.000000,   0.756256,   -0.026855,   0.004783
166782.000000,   0.731766,   -0.026855,   0.004688
167293.000000,   0.777847,   -0.026855,   0.004465
167680.000000,   0.748245,   -0.023193,   0.004447
167944.000000,   0.724518,   -0.015869,   0.004334
168200.000000,   0.765412,   -0.023193,   0.004203
168460.000000,   0.744431,   -0.023193,   0.004059
169084.000000,   0.770218,   -0.023193,   0.003882
169480.000000,   0.793793,   -0.019531,   0.003760
170018.000000,   0.758393,   -0.030518,   0.003715
170160.000000,   0.765640,   -0.019531,   0.003583
170512.000000,   0.784790,   -0.030518,   0.003489
171162.000000,   0.743439,   -0.030518,   0.003358
171383.000000,   0.773651,   -0.023193,   0.003312
171901.000000,   0.767548,   -0.030518,   0.003104
172604.000000,   0.729630,   -0.023193,   0.003010
173019.000000,   0.760300,   -0.030518,   0.002915
173694.000000,   0.767319,   -0.023193,   0.002747
174324.000000,   0.779373,   -0.019531,   0.002653
175004.000000,   0.749161,   -0.026855,   0.002503
175741.000000,   0.721085,   -0.026855,   0.002448
176278.000000,   0.720856,   -0.026855,   0.002372
176785.000000,   0.735428,   -0.019531,   0.002241
177220.000000,   0.768463,   -0.026855,   0.002195
177680.000000,   0.757782,   -0.019531,   0.002177
177900.000000,   0.748627,   -0.019531,   0.002082
178280.000000,   0.767319,   -0.026855,   0.002054
178873.000000,   0.756256,   -0.023193,   0.001987
179240.000000,   0.741150,   -0.023193,   0.001923
179638.000000,   0.724289,   -0.030518,   0.001874
180322.000000,   0.726807,   59.930420,   0.026389
180722.000000,   0.728485,   59.930420,   0.060117
181126.000000,   0.750916,   59.934082,   0.071931
181742.000000,   0.753967,   59.946289,   0.089109
182137.000000,   0.758545,   59.926758,   0.096558
183128.000000,   0.776703,   59.923096,   0.109449
183560.000000,   0.787994,   59.930420,   0.112562
184145.000000,   0.810806,   59.923096,   0.117545
184830.000000,   0.813477,   59.926758,   0.121409
185260.000000,   0.821716,   59.930420,   0.122968
185848.000000,   0.837204,   59.937744,   0.124741
186259.000000,   0.820572,   59.934082,   0.126111
