t,   y,   u
97729.000000,   1.226532,   34.890137,   0.081977
98022.000000,   1.236679,   34.886475,   0.082380
98288.000000,   1.229965,   34.886475,   0.082822
98628.000000,   1.262314,   34.890137,   0.083188
98949.000000,   1.274902,   34.890137,   0.083347
99216.000000,   1.284897,   34.890137,   0.083536
99532.000000,   1.303207,   34.886475,   0.083637
99784.000000,   1.309006,   0.059814,   0.083985
100077.000000,   1.325256,   -0.023193,   0.077915
100344.000000,   1.306336,   -0.023193,   0.065549
100636.000000,   1.338074,   -0.019531,   0.060718
100980.000000,   1.310913,   -0.030518,   0.050944
101087.000000,   1.298096,   -0.019531,   0.041035
101480.000000,   1.262085,   -0.026855,   0.034504
101831.000000,   1.256363,   -0.023193,   0.028950
102499.000000,   1.247971,   -0.026855,   0.025141
102551.000000,   1.199371,   -0.019531,   0.021604
102947.000000,   1.171448,   -0.026855,   0.018659
103332.000000,   1.125137,   -0.015869,   0.016688
103673.000000,   1.150772,   -0.023193,   0.016190
103904.000000,   1.105606,   -0.019531,   0.014783
104312.000000,   1.059525,   -0.023193,   0.012260
105019.000000,   1.032745,   -0.026855,   0.011304
105304.000000,   1.021454,   -0.034180,   0.010599
105748.000000,   0.972855,   -0.030518,   0.009794
105956.000000,   0.955460,   -0.026855,   0.009287
106472.000000,   0.933258,   -0.026855,   0.008591
106767.000000,   0.916397,   -0.026855,   0.008134
107207.000000,   0.901444,   -0.026855,   0.007279
107932.000000,   0.883896,   -0.012207,   0.006867
108192.000000,   0.857498,   -0.019531,   0.006537
108371.000000,   0.873902,   -0.030518,   0.006443
108604.000000,   0.876190,   -0.015869,   0.006180
108760.000000,   0.852844,   -0.026855,   0.005918
109092.000000,   0.829117,   -0.026855,   0.005881
109442.000000,   0.828201,   -0.023193,   0.005591
109758.000000,   0.820343,   -0.034180,   0.005393
110158.000000,   0.820572,   34.886475,   0.010862
110444.000000,   0.804474,   34.901123,   0.025077
110920.000000,   0.834534,   34.882812,   0.046647
111273.000000,   0.846207,   34.886475,   0.048624
111540.000000,   0.864517,   34.890137,   0.054301
111914.000000,   0.905258,   34.890137,   0.063346
112329.000000,   0.940659,   34.886475,   0.067136
112728.000000,   1.005966,   34.890137,   0.069932
113404.000000,   1.058762,   34.886475,   0.073975
114132.000000,   1.091034,   34.890137,   0.075654
114392.000000,   1.102707,   34.886475,   0.076639
114571.000000,   1.127045,   34.893799,   0.076865
114802.000000,   1.140244,   34.882812,   0.077720
115207.000000,   1.194412,   34.874268,   0.078779
115640.000000,   1.203568,   34.897461,   0.079624
115978.000000,   1.217911,   34.877930,   0.080485
116103.000000,   1.256363,   34.890137,   0.081977
116492.000000,   1.250641,   34.882812,   0.082297
116756.000000,   1.269028,   34.886475,   0.081800
